item_id;item_name;category;starting_price;image_url;item_condition;description;seller_login;seller_role
101;Truthful Stapler;Computers;68;none;New;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident,;dopey-nobody;Seller
102;Damaged Tape measure;Collectibles;83;none;New - Opened;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex;envious-initiative;Seller
103;Wicked Calendar;CDs, DVDs, Games;115;none;Excellent - Refurbished;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et;handsome-city;Seller
104;Brief Puppet;Electronics;45;none;Good;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna;striking-wedding;Seller
105;White Video game cartridge;Electronics;62;none;Very Good - Refurbished;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id;linear-candle;Seller
106;Loving Rock;Dining;106;none;Excellent - Refurbished;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex;every-discipline;Seller
107;Immense Sled;Books;99;none;Acceptable;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore;live-hat;Seller
108;Gargantuan Plunger;Jewelry;62;none;New - Opened;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor;false-news;Seller
109;Suburban Spinning top;Pets;112;none;Ungraded;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat;interesting-primary;Seller
110;Ill Hailstone;Jewelry;49;none;Acceptable;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad;doting-bell;Seller
111;Trained Caravan;Tickets-Sports;58;none;Good;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non;light-lie;Seller
112;Intelligent Fishing rod;Toys;23;none;Like New;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt;monumental-feel;Seller
113;Linear Stamp;Spa & Beauty;25;none;Brand New;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est;aromatic-pound;Seller
114;Well-lit Cribs;Food & Gourmet Items;105;none;For Parts;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip;fine-soil;Seller
115;International Tricycle;Clothing;63;none;Good - Refurbished;Lorem ipsum dolor sit amet,;dopey-nobody;Seller
116;Irritating Coaster;Pets;51;none;New - Imperfect;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore;trustworthy-silly;Seller
117;Crafty Tractor;Health & Fitness;15;none;Like New;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore;private-review;Seller
118;Tempting Nutcracker;Wine;27;none;Ungraded;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor;favorite-movie;Seller
119;Old-fashioned Coffeepot;Travel;46;none;Acceptable;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non;sick-quarter;Seller
120;Downright Fridge magnet;Unique Experiences;39;none;Brand New;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim;ultimate-coach;Seller
121;Kooky Projector;Golf & Sports Gear;19;none;Digital Good;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint;leafy-distribution;Seller
122;Tragic Protractor;Tickets-Entertainment;60;none;Good;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est;yearly-society;Seller
123;Lavish Saddle;Memorabilia;76;none;Like New;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in;superficial-extreme;Seller
124;Naughty Stapler;Art;40;none;Used;Lorem ipsum dolor sit amet,;gracious-nation;Seller
125;Quarrelsome Charm bracelet;Toys;64;none;New - Opened;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat;threadbare-character;Seller
126;Elegant Dining table;Services;18;none;Used;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;deafening-copy;Seller
127;Feminine Mirror;Toys;59;none;Used;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non;trustworthy-silly;Seller
128;Happy-go-lucky Gaming console;Jewelry;50;none;Graded;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation;snappy-wine;Seller
129;Grubby Timer;Clothing;52;none;New - Opened;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit;costly-scene;Seller
130;Tedious Vinyl record;Computers;19;none;New;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip;muffled-pause;Seller
131;Roasted Calligraphy;Collectibles;57;none;Digital Good;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in;absolute-craft;Seller
132;Amazing Baby carriage;Electronics;63;none;Graded;Lorem ipsum dolor sit amet, consectetur;spotless-charge;Seller
133;Adorable Bobsled;Golf & Sports Gear;82;none;New;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed;upset-temperature;Seller
134;Wobbly Dollhouse;Health & Fitness;83;none;Good;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur;complex-dog;Seller
135;Tempting Fashion accessorie;Other;37;none;Seller Refurbished;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident,;jolly-human;Seller
136;Playful Towel;Computers;172;none;New - Imperfect;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.;jaded-car;Seller
137;Jagged Horseshoe;Lawn & Garden;15;none;Excellent - Refurbished;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor;modest-tale;Seller
138;International Wristband;Computers;62;none;Ungraded;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu;that-vehicle;Seller
139;Vivid Bracelet;CDs, DVDs, Games;47;none;Excellent - Refurbished;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in;superficial-extreme;Seller
140;Sweaty Shovel;Books;60;none;Used;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat;punctual-swimming;Seller
141;Dapper Stool;Wine;59;none;Good - Refurbished;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla;dopey-nobody;Seller
142;Distorted Chest;Other;88;none;Very Good;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud;lawful-interaction;Seller
143;Spirited Teapot;Dining;18;none;Ungraded;Lorem;left-ad;Seller
144;Strange Stein;Health & Fitness;61;none;New;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris;mindless-button;Seller
145;Narrow Laptop;Other;18;none;Good - Refurbished;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo;similar-ice;Seller
146;Scary Rock;Jewelry;44;none;Digital Good;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.;fluffy-pizza;Seller
147;Tedious Cd player;Wine;41;none;New;Lorem ipsum dolor sit amet, consectetur adipiscing;complex-dog;Seller
148;Formal Car;Unique Experiences;45;none;Good;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat;everlasting-historian;Seller
149;Extraneous Train;Lawn & Garden;69;none;New - Opened;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip;threadbare-character;Seller
150;Peppery Paper;Clothing;71;none;Ungraded;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod;phony-idea;Seller
151;Unpleasant Birdhouse;Tickets-Entertainment;35;none;Digital Good;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt;necessary-national;Seller
152;Frozen Dollhouse;Spa & Beauty;98;none;Used;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore;phony-idea;Seller
